chiropractic,noun,chiropractic
chiropractics,noun,chiropractics
chiropractor,noun,chiropractors/chiropractor
chirp,noun,chirps
chirp,verb,chirped,,chirping,chirps
chirrup,noun,chirrups
chirrup,verb,chirruped,,chirruping,chirrups
chisel,noun,chisels
chisel,verb,chiseled/chiselled,,chiselling/chiseling,chisels
chiseled,adj,,
chiseler,noun,chiselers
chiselled,adj,,
chiseller,noun,chisellers
chitin,noun,chitin/chitins
chivalrous,adj,,
chivalry,noun,chivalry
chive,noun,chives/chive
chloride,noun,chlorides/chloride
chlorinate,verb,chlorinated,,chlorinating,chlorinates
chlorination,noun,chlorination/chlorinations
chlorine,noun,chlorine/chlorines
chlorofluorocarbon,noun,chlorofluorocarbons/chlorofluorocarbon
chloroform,noun,chloroform
chloroform,verb,chloroformed,,chloroforming,chloroforms
chock,noun,chocks
chock,verb,chocked,,chocking,chocks
chocolate,adj,,
chocolate,noun,chocolates/chocolate
choice,adj,choicer,choicest
choice,noun,choices/choice
choir,noun,choirs
choke,noun,chokes
choke,verb,choked,,choking,chokes
choker,noun,chokers
cholera,noun,cholera/choleras/cholerae
choleric,adj,,
cholesterol,noun,cholesterol/cholesterols
chomp,verb,chomped,,chomping,chomps
choose,verb,chose,chosen,choosing,chooses
choosy,adj,,
chop,noun,chops
chop,verb,chopped,,chopping,chops
chopper,noun,choppers
choppy,adj,choppier,choppiest
chopstick,noun,chopsticks
choral,adj,,
choral,noun,chorals
chorale,noun,chorales
chord,noun,chords
chore,noun,chores
choreograph,verb,choreographed,,choreographing,choreographs
choreographer,noun,choreographers
choreographic,adj,,
choreography,noun,choreographies/choreography
chorus,noun,choruses
chorus,verb,chorused,,chorusing,choruses
chowder,noun,chowders/chowder
christ,noun,christs/christ
christen,verb,christened,,christening,christens
christening,noun,christenings/christening
chromatic,adj,,
chrome,noun,chrome
chromium,noun,chromium
chromosome,noun,chromosomes
chronic,adj,,
chronic,noun,chronics
chronically,adv,,
chronicle,noun,chronicles
chronicle,verb,chronicled,,chronicling,chronicles
chronicler,noun,chroniclers
chronological,adj,,
chronologically,adv,,
chronology,noun,chronologies/chronology
chronometer,noun,chronometers
chrysalis,noun,chrysalises/chrysalides
chrysanthemum,noun,chrysanthemums
chubbiness,noun,chubbiness
chubby,adj,chubbier,chubbiest
chuck,noun,chucks/chuck
chuck,verb,chucked,,chucking,chucks
chuckle,noun,chuckles
chuckle,verb,chuckled,,chuckling,chuckles
chum,noun,chums
chum,verb,chummed,,chumming,chums
chunk,noun,chunks
chunk,verb,chunked,,chunking,chunks
chunky,adj,chunkier,chunkiest
church,noun,churches/church
church-goer,noun,church-goers
churchgoer,noun,churchgoers
churchman,noun,churchmen
churchyard,noun,churchyards
churl,noun,churls
churlish,adj,,
churlishly,adv,,
churlishness,noun,churlishness
churn,noun,churns
churn,verb,churned,,churning,churns
chute,noun,chutes
chute,verb,chuted,,chuting,chutes
chutney,noun,chutneys/chutney
chutzpa,noun,chutzpa
chutzpah,noun,chutzpah
cicada,noun,cicadas/cicadae
cicatrice,noun,cicatrices
cicatrix,noun,cicatrices/cicatrixes
cider,noun,ciders/cider
cigar,noun,cigars
cigaret,noun,cigarets
cigarette,noun,cigarettes
cilantro,noun,cilantro
cilium,noun,cilia
cinch,noun,cinches
cinch,verb,cinched,,cinching,cinches
cinchona,noun,cinchona
cinder,noun,cinders/cinder
cinderella,noun,cinderellas
cinema,noun,cinemas/cinema
cinematic,adj,,
cinematographer,noun,cinematographers
cinematography,noun,cinematography
cinnabar,noun,cinnabars/cinnabar
cinnamon,noun,cinnamons/cinnamon
cipher,noun,ciphers/cipher
cipher,verb,ciphered,,ciphering,ciphers
circadian,adj,,
circadian,noun,circadians
circle,noun,circles
circle,verb,circled,,circling,circles
circlet,noun,circlets
circuit,noun,circuits/circuit
circuitous,adj,,
circuitously,adv,,
circuitry,noun,circuitries/circuitry
circular,adj,,
circular,noun,circulars
circularise,verb,circularised,,circularising,circularises
circularity,noun,circularity
circularize,verb,circularized,,circularizing,circularizes
circulate,verb,circulated,,circulating,circulates
circulation,noun,circulations/circulation
circulatory,adj,,
circumcise,verb,circumcised,,circumcising,circumcises
circumcision,noun,circumcisions/circumcision
circumference,noun,circumferences
circumflex,adj,,
circumflex,noun,circumflexes
circumflex,verb,circumflexed,,circumflexing,circumflexes
circumlocution,noun,circumlocutions/circumlocution
circumnavigate,verb,circumnavigated,,circumnavigating,circumnavigates
circumnavigation,noun,circumnavigations/circumnavigation
circumscribe,verb,circumscribed,,circumscribing,circumscribes
circumscription,noun,circumscriptions/circumscription
circumspect,adj,,
circumspection,noun,circumspection
circumstance,noun,circumstances/circumstance
circumstances,noun,circumstances
circumstantial,adj,,
circumstantially,adv,,
circumvent,verb,circumvented,,circumventing,circumvents
circumvention,noun,circumventions/circumvention
circus,noun,circuses
cirrhosis,noun,cirrhoses/cirrhosis
cirrus,noun,cirri
cistern,noun,cisterns
citation,noun,citations/citation
cite,verb,cited,,citing,cites
citizen,noun,citizens
citizenry,noun,citizenry
citizenship,noun,citizenship
citric,adj,,
citron,noun,citrons
citronella,noun,citronella
citrous,noun,citrous/citrouses
citrus,noun,citrus/citruses
city,noun,cities
civet,noun,civets/civet
civic,adj,,
civics,noun,civics
civil,adj,civiller,civillest
civilian,adj,,
civilian,noun,civilians
civilisation,noun,civilisations/civilisation
civilise,verb,civilised,,civilising,civilises
civility,noun,civilities/civility
civilization,noun,civilizations/civilization
civilize,verb,civilized,,civilizing,civilizes
civilly,adv,,
clack,verb,clacked,,clacking,clacks
clad,adj,,
clad,verb,cladded,,cladding,clads
claim,noun,claims
claim,verb,claimed,,claiming,claims
claimant,noun,claimants
clairvoyance,noun,clairvoyance
clairvoyant,adj,,
clairvoyant,noun,clairvoyants
clam,noun,clams
clam,verb,clammed,,clamming,clams
clamber,noun,clamber
clamber,verb,clambered,,clambering,clambers
clamminess,noun,clamminess
clammy,adj,clammier,clammiest
clamor,noun,clamors
clamor,verb,clamored,,clamoring,clamors
clamorous,adj,,
clamour,noun,clamours
clamour,verb,clamoured,,clamouring,clamours
clamp,noun,clamps
clamp,verb,clamped,,clamping,clamps
clamping,noun,clampings/clamping
clan,noun,clans
clandestine,adj,,
clandestinely,adv,,
clang,noun,clangs
clang,verb,clanged,,clanging,clangs
clangor,noun,clangor
clangour,noun,clangour
clank,verb,clanked,,clanking,clanks
clap,noun,claps/clap
clap,verb,clapped,,clapping,claps
clapper,noun,clappers
claret,noun,clarets/claret
clarification,noun,clarifications/clarification
clarify,verb,clarified,,clarifying,clarifies
clarinetist,noun,clarinetists
clarinettist,noun,clarinettists
clarion,adj,clarioner,clarionest
clarion,noun,clarions
clarity,noun,clarities/clarity
clash,noun,clashes
clash,verb,clashed,,clashing,clashes
clasp,noun,clasps
clasp,verb,clasped,,clasping,clasps
class,noun,classes/class
class,verb,classed,,classing,classes
classic,adj,,
classic,noun,classics
classical,adj,,
classically,adv,,
classicism,noun,classicism
classicist,noun,classicists
classifiable,adj,,
classification,noun,classifications/classification
classified,adj,,
classified,noun,classifieds
classify,verb,classified,,classifying,classifies
classless,adj,,
classmate,noun,classmates
classroom,noun,classrooms
classy,adj,classier,classiest
clatter,noun,clatter
clatter,verb,clattered,,clattering,clatters
clause,noun,clauses
claustrophobia,noun,claustrophobia/claustrophobias
claustrophobic,adj,,
claustrophobic,noun,claustrophobics
clavicle,noun,clavicles
claw,noun,claws
claw,verb,clawed,,clawing,claws
clawed,adj,,
clay,noun,clays/clay
clayey,adj,,
clean,adj,cleaner,cleanest
clean,adv,cleaner,cleanest
clean,noun,
clean,verb,cleaned,,cleaning,cleans
clean-up,noun,clean-up/clean-ups
cleaner,noun,cleaners
cleanliness,noun,cleanliness
cleanly,adj,,
cleanly,adv,,
cleanness,noun,cleanness
cleanse,verb,cleansed,,cleansing,cleanses
cleanser,noun,cleansers/cleanser
cleanup,noun,cleanups/cleanup
clear,adj,clearer,clearest
clear,adv,clearer,clearest
clear,noun,
clear,verb,cleared,,clearing,clears
clearance,noun,clearances/clearance
clearing,noun,clearings/clearing
clearing-house,noun,clearing-houses
clearinghouse,noun,clearinghouses
clearly,adv,,
clearness,noun,clearness
cleat,noun,cleats
cleavage,noun,cleavages/cleavage
cleave,verb,cleft/cleaved/clove,cleft/cloven,cleaving,cleaves
cleaver,noun,cleavers
clef,noun,clefs
cleft,adj,,
cleft,noun,clefts
clematis,noun,clematis
clemency,noun,clemency
clement,adj,,
clench,verb,clenched,,clenching,clenches
clergy,noun,clergies
clergyman,noun,clergymen
clergywoman,noun,clergywomen
cleric,noun,clerics
clerical,adj,,
clerk,noun,clerks
clerk,verb,clerked,,clerking,clerks
clever,adj,cleverer,cleverest
cleverly,adv,,
cleverness,noun,cleverness
clew,noun,clews
clew,verb,clewed,,clewing,clews
click,noun,clicks
click,verb,clicked,,clicking,clicks
clickable,adj,,
client,noun,clients
cliff,noun,cliffs
climactic,adj,,
climate,noun,climates
climatic,adj,,
climax,noun,climaxes
climax,verb,climaxed,,climaxing,climaxes
climb,noun,climbs
climb,verb,climbed,,climbing,climbs
climber,noun,climbers
clinch,noun,clinches
clinch,verb,clinched,,clinching,clinches
clincher,noun,clinchers
cling,verb,clung,clung,clinging,clings
clingy,adj,clingier,clingiest
clinic,noun,clinics
clinical,adj,,
clinical,noun,clinicals
clinically,adv,,
clinician,noun,clinicians
clink,noun,clinks
clink,verb,clinked,,clinking,clinks
clinker,noun,clinkers/clinker
clip,noun,clips
clip,verb,clipped,,clipping,clips
clipboard,noun,clipboards
clipper,noun,clippers
clippers,noun,clippers
clipping,noun,clippings
clique,noun,cliques
cliqueish,adj,,
cliquish,adj,,
clitoral,adj,,
clitoris,noun,clitorides/clitorises
cloak,noun,cloaks
cloak,verb,cloaked,,cloaking,cloaks
cloakroom,noun,cloakrooms
clobber,verb,clobbered,,clobbering,clobbers
cloche,noun,cloches
clock,noun,clocks
clock,verb,clocked,,clocking,clocks
clock-wise,adj,,
clock-wise,adv,,
clock-work,noun,clock-work/clock-works
clockwise,adj,,
clockwise,adv,,
clockwork,noun,clockworks/clockwork
clod,noun,clods
clog,noun,clogs
clog,verb,clogged,,clogging,clogs
cloister,noun,cloisters
cloister,verb,cloistered,,cloistering,cloisters
clone,noun,clones
clone,verb,cloned,,cloning,clones
cloning,noun,cloning/clonings
close,adj,closer,closest
close,adv,closer,closest
close,noun,closes/close
close,verb,closed,,closing,closes
close-out,noun,close-out/close-outs
closed,adj,,
closely,adv,,
closeness,noun,closeness
closeout,noun,closeouts/closeout
closer,noun,closers
closet,adj,,
closet,noun,closets
closet,verb,closeted,,closeting,closets
closing,noun,closings/closing
closure,noun,closures/closure
closure,verb,closured,,closuring,closures
clot,noun,clots
clot,verb,clotted,,clotting,clots
cloth,adj,,
cloth,noun,cloths/cloth
clothe,verb,clothed,,clothing,clothes
clothes,noun,clothes
clothier,noun,clothiers
clothing,noun,clothing
cloture,noun,cloture
cloud,noun,clouds/cloud
cloud,verb,clouded,,clouding,clouds
cloudburst,noun,cloudbursts
cloudiness,noun,cloudiness
clouding,noun,clouding
cloudless,adj,,
cloudy,adj,cloudier,cloudiest
clout,noun,clouts/clout
clout,verb,clouted,,clouting,clouts
clove,noun,cloves/clove
clover,noun,clovers/clover
clover-leaf,noun,clover leaves/clover-leafs/clover-leaves/cloverleaves
cloverleaf,noun,clover leaves/clover-leaves/cloverleafs/cloverleaves
clown,noun,clowns
clown,verb,clowned,,clowning,clowns
clownish,adj,,
clownishly,adv,,
clownishness,noun,clownishness
cloy,verb,cloyed,,cloying,cloys
cloying,adj,,
club,noun,clubs
club,verb,clubbed,,clubbing,clubs
club-foot,noun,club feet/club-feet/club-foot/clubfeet
club-house,noun,club-houses
clubfoot,noun,club feet/club-feet/clubfeet/clubfoot
clubhouse,noun,clubhouses
cluck,noun,clucks
cluck,verb,clucked,,clucking,clucks
clue,noun,clues
clue,verb,clued,,cluing,clues
clueless,adj,,
clump,noun,clumps
clump,verb,clumped,,clumping,clumps
clumsily,adv,,
clumsiness,noun,clumsiness
clumsy,adj,clumsier,clumsiest
clunk,noun,clunks
clunk,verb,clunked,,clunking,clunks
clunky,adj,clunkier,clunkiest
cluster,noun,clusters
cluster,verb,clustered,,clustering,clusters
clustering,noun,clusterings/clustering
clutch,noun,clutches
clutch,verb,clutched,,clutching,clutches
clutter,noun,clutter/clutters
clutter,verb,cluttered,,cluttering,clutters
cluttering,noun,cluttering
co-author,noun,co-authors
co-author,verb,co-authored,,co-authoring,co-authors
co-dependency,noun,co-dependency
co-dependent,adj,,
co-ed,noun,co-eds
co-education,noun,co-education
co-educational,adj,,
co-efficient,noun,co-efficients
co-exist,verb,co-existed,,co-existing,co-exists
co-existence,noun,co-existence/co-existences
co-habit,verb,co-habited,,co-habiting,co-habits
co-habitation,noun,co-habitation/co-habitations
co-incide,verb,co-incided,,co-inciding,co-incides
co-incidence,noun,co-incidence/co-incidences
co-incident,adj,,
co-incidental,adj,,
co-incidentally,adv,,
co-op,noun,co-ops
co-operate,verb,co-operated,,co-operating,co-operates
co-operation,noun,co-operation/co-operations
co-operative,adj,,
co-operative,noun,co-operatives
co-operatively,adv,,
co-ordinate,adj,,
co-ordinate,noun,co-ordinates
co-ordinate,verb,co-ordinated,,co-ordinating,co-ordinates
co-ordination,noun,co-ordination/co-ordinations
co-ordinator,noun,co-ordinators
co-sign,verb,co-signed,,co-signing,co-signs
co-signer,noun,co-signers
co-sponsor,noun,co-sponsors
co-sponsor,verb,co-sponsored,,co-sponsoring,co-sponsors
co-star,noun,co-stars
co-star,verb,co-starred,,co-starring,co-stars
co-worker,noun,co-workers
coach,noun,coaches/coach
coach,verb,coached,,coaching,coaches
coagulant,adj,,
coagulant,noun,coagulants
coagulate,verb,coagulated,,coagulating,coagulates
coagulation,noun,coagulation/coagulations
coal,noun,coals/coal
coalesce,verb,coalesced,,coalescing,coalesces
coalescence,noun,coalescence
coalition,noun,coalitions/coalition
coarse,adj,coarser,coarsest
coarsely,adv,,
coarsen,verb,coarsened,,coarsening,coarsens
coarseness,noun,coarseness
coast,noun,coasts
coast,verb,coasted,,coasting,coasts
coastal,adj,,
coaster,noun,coasters
coastline,noun,coastlines
coat,noun,coats
coat,verb,coated,,coating,coats
coating,noun,coatings/coating
coauthor,noun,coauthors
coauthor,verb,coauthored,,coauthoring,coauthors
coax,verb,coaxed,,coaxing,coaxes
cob,noun,cobs
cob-web,noun,cob-web/cob-webs
cobalt,noun,cobalt
cobble,noun,cobbles
cobble,verb,cobbled,,cobbling,cobbles
cobble-stone,noun,cobble-stones
cobbler,noun,cobblers/cobbler
cobblestone,noun,cobblestones
cobra,noun,cobras
cobweb,noun,cobwebs/cobweb
cobweb,verb,cobwebbed,,cobwebbing,cobwebs
cocaine,noun,cocaine
coccus,noun,cocci
coccyx,noun,coccyges/coccyxes
cochlea,noun,cochleae/cochleas
cock,noun,cocks/cock
cock,verb,cocked,,cocking,cocks
cock-eyed,adj,,
cock-pit,noun,cock-pits
cockade,noun,cockades
cockatoo,noun,cockatoos
cockerel,noun,cockerels
cockeyed,adj,,
cockfight,noun,cockfights
cockiness,noun,cockiness
cockle,noun,cockles
cockpit,noun,cockpits
cockroach,noun,cockroaches
cockscomb,noun,cockscombs
cocktail,noun,cocktails/cocktail
cocky,adj,cockier,cockiest
cocoanut,noun,cocoanuts/cocoanut
coconut,noun,coconuts/coconut
cocoon,noun,cocoons
cocoon,verb,cocooned,,cocooning,cocoons
cod,noun,cods/cod
cod-fish,noun,cod-fish/cod-fishes
coda,noun,codas
coddle,verb,coddled,,coddling,coddles
code,noun,codes/code
code,verb,coded,,coding,codes
codeine,noun,codeine
codependency,noun,codependency
codependent,adj,,
codex,noun,codices
codfish,noun,codfish/codfishes
codicil,noun,codicils
codification,noun,codifications/codification
codify,verb,codified,,codifying,codifies
coding,noun,coding/codings
coed,noun,coeds
coeducation,noun,coeducation
coeducational,adj,,
coefficient,noun,coefficients
coequal,adj,,
coerce,verb,coerced,,coercing,coerces
coercion,noun,coercions/coercion
coercive,adj,,
coeval,adj,,
coeval,noun,coevals
coexist,verb,coexisted,,coexisting,coexists
coexistence,noun,coexistences/coexistence
coffee,noun,coffees/coffee
coffin,noun,coffins
cog,noun,cogs
cog-wheel,noun,cog-wheels
cogency,noun,cogency
cogent,adj,,
cogently,adv,,
cogitate,verb,cogitated,,cogitating,cogitates
cogitation,noun,cogitations/cogitation
cognac,noun,cognacs/cognac
cognate,adj,,
cognate,noun,cognates
cognisance,noun,cognisance
cognisant,adj,,
cognition,noun,cognitions/cognition
cognitive,adj,,
cognizance,noun,cognizance
cognizant,adj,,
cognomen,noun,cognomens/cognomina
cognoscent,adj,,
cogwheel,noun,cogwheels
cogwheel,verb,cogwheeled,,cogwheeling,cogwheels
cohabit,verb,cohabited,,cohabiting,cohabits
cohabitation,noun,cohabitation/cohabitations
cohere,verb,cohered,,cohering,coheres
coherence,noun,coherence/coherences
coherent,adj,,
coherently,adv,,
cohesion,noun,cohesion/cohesions
cohesive,adj,,
cohesively,adv,,
cohesiveness,noun,cohesiveness
cohort,noun,cohorts
cohort,verb,cohorted,,cohorting,cohorts
coiffure,noun,coiffures/coiffure
coil,noun,coils
coil,verb,coiled,,coiling,coils
coin,noun,coins/coin
coin,verb,coined,,coining,coins
coinage,noun,coinages/coinage
coincide,verb,coincided,,coinciding,coincides
coincidence,noun,coincidences/coincidence
coincident,adj,,
coincidental,adj,,
coincidentally,adv,,
coital,adj,,
coitus,noun,coitus/coituses
coke,noun,cokes/coke
coke,verb,coked,,coking,cokes
cola,noun,colas/cola
colander,noun,colanders
cold,adj,colder,coldest
cold,adv,,
cold,noun,colds/cold
coldly,adv,,
coldness,noun,coldness
cole-slaw,noun,cole-slaw
coleslaw,noun,coleslaw
colic,adj,,
colic,noun,colics/colic
colicky,adj,,
colitis,noun,colitides/colitis
collaborate,verb,collaborated,,collaborating,collaborates
collaboration,noun,collaborations/collaboration
collaborative,adj,,
collaborative,noun,collaboratives
collaborator,noun,collaborators
collage,noun,collages/collage
collapse,noun,collapses/collapse
collapse,verb,collapsed,,collapsing,collapses
collapsible,adj,,
collar,noun,collars
collar,verb,collared,,collaring,collars
collar-bone,noun,collar-bones
collarbone,noun,collarbones
collate,verb,collated,,collating,collates
collateral,adj,,
collateral,noun,collaterals/collateral
collation,noun,collations/collation
colleague,noun,colleagues
collect,adj,,
collect,adv,,
collect,noun,collects
collect,verb,collected,,collecting,collects
collectable,adj,,
collectable,noun,collectables
collected,adj,,
collectible,adj,,
collectible,noun,collectibles
collection,noun,collections/collection
collective,adj,,
collective,noun,collectives
collectively,adv,,
collectivise,verb,collectivised,,collectivising,collectivises
collectivism,noun,collectivism
collectivist,adj,,
collectivist,noun,collectivists
collectivize,verb,collectivized,,collectivizing,collectivizes
collector,noun,collectors
college,noun,colleges/college
collegian,noun,collegians
collegiate,adj,,
collide,verb,collided,,colliding,collides
collie,noun,collies
collier,noun,colliers
colliery,noun,collieries
collision,noun,collisions/collision
colloid,noun,colloids/colloid
colloquial,adj,,
colloquialism,noun,colloquialisms
colloquially,adv,,
colloquium,noun,colloquia/colloquiums
colloquy,noun,colloquies
collude,verb,colluded,,colluding,colludes
collusion,noun,collusions/collusion
collusive,adj,,
cologne,noun,colognes/cologne
colon,noun,colons/cola
colonel,noun,colonels
colonial,adj,,
colonial,noun,colonials
colonialism,noun,colonialism
colonialist,adj,,
colonialist,noun,colonialists
colonisation,noun,colonisation/colonisations
colonise,verb,colonised,,colonising,colonises
coloniser,noun,colonisers
colonist,noun,colonists
colonization,noun,colonization/colonizations
colonize,verb,colonized,,colonizing,colonizes
colonizer,noun,colonizers
colonnade,noun,colonnades
colonoscopy,noun,colonoscopies/colonoscopy
colonoscopy,verb,colonoscopied,,colonoscopying,colonoscopies
colony,noun,colonies
color,noun,colors/color
color,verb,colored,,coloring,colors
color-blind,adj,,
color-fast,adj,,
coloration,noun,colorations/coloration
coloratura,noun,coloratura/coloraturas
colorblind,adj,,
colored,adj,,
colored,noun,coloreds
colorfast,adj,,
colorful,adj,,
colorfully,adv,,
colorless,adj,,
colossal,adj,,
colossus,noun,colossi/colossuses
colour,noun,colours/colour
colour,verb,coloured,,colouring,colours
colour-blind,adj,,
colour-fast,adj,,
colouration,noun,colouration/colourations
colourblind,adj,,
coloured,adj,,
coloured,noun,coloureds
colourfast,adj,,
colourful,adj,,
colourfully,adv,,
colourless,adj,,
colt,noun,colts
columbine,noun,columbines/columbine
column,noun,columns
columnist,noun,columnists
coma,noun,comas/coma/comae
comatose,adj,,
comb,noun,combs
comb,verb,combed,,combing,combs
combat,noun,combats/combat
combat,verb,combated/combatted,,combating/combatting,combats
combatant,adj,,
combatant,noun,combatants
combative,adj,,
combination,noun,combinations/combination
combine,noun,combines
combine,verb,combined,,combining,combines
combo,noun,combos
combustibility,noun,combustibility
combustible,adj,,
combustible,noun,combustibles/combustible
combustion,noun,combustions/combustion
come,verb,came,come,coming,comes
come-back,noun,come-backs
come-down,noun,come-downs
comeback,noun,comebacks
comedian,noun,comedians
comedic,adj,,
comedown,noun,comedowns
comedy,noun,comedies/comedy
comely,adj,,
comer,noun,comers
comes,noun,comites
comestible,adj,,
comestible,noun,comestibles
comet,noun,comets
comfort,noun,comforts/comfort
comfort,verb,comforted,,comforting,comforts
comfortable,adj,,
comfortably,adv,,
comforter,noun,comforters
comfortingly,adv,,
comfy,adj,comfier,comfiest
comic,adj,,
comic,noun,comics
comical,adj,,
coming,noun,comings
comity,noun,comities/comity
comma,noun,commas
command,noun,commands/command
command,verb,commanded,,commanding,commands
commandeer,verb,commandeered,,commandeering,commandeers
commander,noun,commanders
commandment,noun,commandments
commando,noun,commandos/commandoes
commemorate,verb,commemorated,,commemorating,commemorates
commemoration,noun,commemorations/commemoration
commemorative,adj,,
commence,verb,commenced,,commencing,commences
commencement,noun,commencements/commencement
commend,verb,commended,,commending,commends
commendable,adj,,
commendably,adv,,
commendation,noun,commendations/commendation
commensurable,adj,,
commensurate,adj,,
comment,noun,comments/comment
comment,verb,commented,,commenting,comments
commentary,noun,commentaries/commentary
commentate,verb,commentated,,commentating,commentates
commentator,noun,commentators
commerce,noun,commerce
commercial,adj,,
commercial,noun,commercials
commercialisation,noun,commercialisation
commercialise,verb,commercialised,,commercialising,commercialises
commercialism,noun,commercialism
commercialization,noun,commercialization
commercialize,verb,commercialized,,commercializing,commercializes
commercially,adv,,
commiserate,verb,commiserated,,commiserating,commiserates
commiseration,noun,commiseration
commissar,noun,commissars
commissariat,noun,commissariat/commissariats
commissary,noun,commissaries
commission,noun,commissions/commission
commission,verb,commissioned,,commissioning,commissions
commissioner,noun,commissioners
commit,verb,committed,,committing,commits
commitment,noun,commitments/commitment
committal,noun,committals/committal
committed,adj,,
committee,noun,committees
commode,noun,commodes
commodious,adj,,
commodity,noun,commodities
commodore,noun,commodores
common,adj,commoner,commonest
common,noun,commons
common-place,adj,,
commoner,noun,commoners
commonly,adv,,
commonplace,adj,,
commonplace,noun,commonplaces
commons,noun,commons
commonwealth,noun,commonwealths/commonwealth
commotion,noun,commotions/commotion
communal,adj,,
communally,adv,,
commune,noun,communes
commune,verb,communed,,communing,communes
communicable,adj,,
communicant,adj,,
communicant,noun,communicants
communicate,verb,communicated,,communicating,communicates
communication,noun,communications/communication
communicative,adj,,
communicator,noun,communicators
communion,noun,communions/communion
communique,noun,communiques
communism,noun,communism
communist,adj,,
communist,noun,communists
communistic,adj,,
community,noun,communities/community
commutation,noun,commutations/commutation
commutative,adj,,
commute,verb,commuted,,commuting,commutes
commuter,noun,commuters
compact,adj,,
compact,noun,compacts
compact,verb,compacted,,compacting,compacts
compaction,noun,compaction
compactly,adv,,
compactness,noun,compactness
compactor,noun,compactors
companion,noun,companions
companion,verb,companioned,,companioning,companions
companionable,adj,,
companionship,noun,companionship
company,noun,companies/company
comparability,noun,comparability
comparable,adj,,
comparably,adv,,
comparative,adj,,
comparative,noun,comparatives
comparatively,adv,,
compare,verb,compared,,comparing,compares
comparison,noun,comparisons/comparison
compartment,noun,compartments
compartment,verb,compartmented,,compartmenting,compartments
compartmentalise,verb,compartmentalised,,compartmentalising,compartmentalises
compartmentalize,verb,compartmentalized,,compartmentalizing,compartmentalizes
compass,noun,compasses
compass,verb,compassed,,compassing,compasses
compassion,noun,compassion
compassionate,adj,,
compassionately,adv,,
compatibility,noun,compatibilities/compatibility
compatible,noun,compatibles
compatibly,adv,,
compatriot,noun,compatriots
compel,verb,compelled,,compelling,compels
compelling,adj,,
compellingly,adv,,
compendium,noun,compendiums/compendia
compensate,verb,compensated,,compensating,compensates
compensation,noun,compensations/compensation
compensatory,adj,,
compete,verb,competed,,competing,competes
competence,noun,competences/competence
competency,noun,competencies/competency
competent,adj,,
competently,adv,,
competition,noun,competitions/competition
competitive,adj,,
competitively,adv,,
competitiveness,noun,competitiveness
competitor,noun,competitors
compilation,noun,compilations/compilation
compile,noun,compiles
compile,verb,compiled,,compiling,compiles
compiler,noun,compilers
complacence,noun,complacence
complacency,noun,complacency
complacent,adj,,
complacently,adv,,
complain,verb,complained,,complaining,complains
complainant,adj,,
complainant,noun,complainants
complainer,noun,complainers
complaint,noun,complaints
complaisance,noun,complaisance
complaisant,adj,,
complected,adj,,
complement,noun,complements/complement
complement,verb,complemented,,complementing,complements
complementary,adj,,
complementary,noun,complementaries
complete,verb,completed,,completing,completes
completed,adj,,
completely,adv,,
completeness,noun,completeness
completer,noun,completers
completion,noun,completions/completion
complex,adj,,
complex,noun,complexes
complex,verb,complexed,,complexing,complexes
complexion,noun,complexions
complexioned,adj,,
complexity,noun,complexities/complexity
compliance,noun,compliances/compliance
compliant,adj,,
complicate,verb,complicated,,complicating,complicates
complicated,adj,,
complication,noun,complications/complication
complicity,noun,complicity
compliment,noun,compliments
compliment,verb,complimented,,complimenting,compliments
complimentary,adj,,
comply,verb,complied,,complying,complies
component,noun,components
comport,verb,comported,,comporting,comports
comportment,noun,comportment
compose,verb,composed,,composing,composes
composed,adj,,
composer,noun,composers
composite,adj,,
composite,noun,composites
composite,verb,composited,,compositing,composites
composition,noun,compositions/composition
compositor,noun,compositors
compost,noun,compost
compost,verb,composted,,composting,composts
composure,noun,composure
compote,noun,compotes/compote
compound,adj,,
compound,noun,compounds
compound,verb,compounded,,compounding,compounds
comprehend,verb,comprehended,,comprehending,comprehends
comprehensibility,noun,comprehensibility
comprehensible,adj,,
comprehension,noun,comprehensions/comprehension
comprehensive,adj,,
comprehensively,adv,,
comprehensiveness,noun,comprehensiveness
compress,noun,compresses
compress,verb,compressed,,compressing,compresses
compression,noun,compressions/compression
compressor,noun,compressors
comprise,verb,comprised,,comprising,comprises
comprised,adj,,
comprize,verb,comprized,,comprizing,comprizes
comprized,adj,,
compromise,noun,compromises/compromise
compromise,verb,compromised,,compromising,compromises
compromised,adj,,
compromize,noun,compromize/compromizes
compromize,verb,compromized,,compromizing,compromizes
compromized,adj,,
comptroller,noun,comptrollers
compulsion,noun,compulsions/compulsion
compulsive,adj,,
compulsive,noun,compulsives
compulsively,adv,,
compulsiveness,noun,compulsiveness
compulsorily,adv,,
compulsory,adj,,
compunction,noun,compunction
computation,noun,computations/computation
computational,adj,,
computationally,adv,,
compute,verb,computed,,computing,computes
computer,noun,computers
computerisation,noun,computerisation
computerise,verb,computerised,,computerising,computerises
computerization,noun,computerization
computerize,verb,computerized,,computerizing,computerizes
comrade,noun,comrades
comradeship,noun,comradeship
con,adv,,
con,noun,cons
con,verb,conned,,conning,cons
concatenate,adj,,
concatenate,verb,concatenated,,concatenating,concatenates
concatenation,noun,concatenations/concatenation
concave,adj,,
concavity,noun,concavities/concavity
conceal,verb,concealed,,concealing,conceals
concealment,noun,concealment
